Statement,Header,域名稱,域值
Statement,Data,Title,轉賬歷史
Statement,Data,Period,"六月 23, 2026 - 八月 7, 2026"
Statement,Data,WhenGenerated,"2026-08-10, 10:54:51 EDT"
總結,Header,域名稱,域值
總結,Data,基礎貨幣,SGD
總結,Data,期初現金,62170.490999638685
總結,Data,變更,-56266.364222301774
總結,Data,期末現金,5904.126777336911
轉賬歷史,Header,日期,賬戶,說明,交易類型,代碼,交易量,價格,Price Currency,總額,佣金,淨金額
轉賬歷史,Data,2026-06-29,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,124.44162499999999,-,124.44162499999999
轉賬歷史,Data,2026-06-29,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-33.938625,-,-33.938625
轉賬歷史,Data,2026-06-29,U***32085,ES 17JUL26 6000 P,賣,EW3N6 P6000,-1.0,2.5,USD,161.61249999999998,-1.8359179999999997,159.61134938
轉賬歷史,Data,2026-06-29,U***32085,MES 18SEP26,賣,MESU6,-1.0,7431.75,USD,48042.547875(1),-0.8015979999999999,-443.69199181999994
轉賬歷史,Data,2026-06-29,U***32085,1OZ AUG26,買,1OZQ6,2.0,4060.5,USD,-10499.6409(1),-1.732486,-57.48310974
轉賬歷史,Data,2026-06-29,U***32085,YC 14JUL26,賣,XCN6,-2.0,4.02625,USD,10411.07725(1),-4.990594,10.72150254
轉賬歷史,Data,2026-06-29,U***32085,YC 14JUL26,賣,XCN6,-2.0,4.02625,USD,10411.07725(1),-4.990594,10.72150254
轉賬歷史,Data,2026-06-29,U***32085,MHNG AUG26,買,MNGQ6,1.0,3.182,USD,-4114.007799999999(1),-1.124823,-2.51895707
轉賬歷史,Data,2026-06-29,U***32085,MHNG AUG26,買,MNGQ6,1.0,3.182,USD,-4114.007799999999(1),-1.124823,-2.51895707
轉賬歷史,Data,2026-06-29,U***32085,YC 14SEP26,買,XCU6,1.0,4.10875,USD,-5312.202875(1),-2.495297,-10.80049873
轉賬歷史,Data,2026-06-29,U***32085,MHNG AUG26,賣,MNGQ6,-1.0,3.177,USD,4107.543299999999(1),-1.124823,-6.397657069999999
轉賬歷史,Data,2026-06-29,U***32085,YC 14SEP26,買,XCU6,1.0,4.11125,USD,-5315.435125(1),-2.495297,-14.03274873
轉賬歷史,Data,2026-06-26,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-278.2315,-,-278.2315
轉賬歷史,Data,2026-06-26,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-3690.7732,-,-3690.7732
轉賬歷史,Data,2026-06-26,U***32085,VXM 22JUL26 Position MTM,持倉按市價計值(MTM),VXMN6,-,-,-,12.112776,-,12.112776
轉賬歷史,Data,2026-06-26,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-72.4696,-,-72.4696
轉賬歷史,Data,2026-06-26,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,60.6609375,-,60.6609375
轉賬歷史,Data,2026-06-26,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,4.852875,-,4.852875
轉賬歷史,Data,2026-06-26,U***32085,MHNG AUG26,賣,MNGQ6,-1.0,3.276,USD,4239.4716(1),-1.125867,-5.109495030000001
轉賬歷史,Data,2026-06-26,U***32085,1OZ AUG26,買,1OZQ6,2.0,4010.75,USD,-10380.62315(1),-1.7340940000000002,219.40093754
轉賬歷史,Data,2026-06-26,U***32085,DIREX DLY AEROS & DF BL3X-UI,買,DFEN,11.0,74.77,USD,-1064.3584270000001,-0.484627832525,-1064.8866713342172
轉賬歷史,Data,2026-06-26,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.144,USD,18505.629999999997(1),-0.530581,26.11247921
轉賬歷史,Data,2026-06-26,U***32085,1OZ AUG26,賣,1OZQ6,-2.0,4088.75,USD,10582.50275(1),-1.7340940000000002,-21.30166246
轉賬歷史,Data,2026-06-26,U***32085,VXM 22JUL26,買,VXMN6,1.0,19.16,USD,-2479.4956(1),-0.608227,-13.62984943
轉賬歷史,Data,2026-06-26,U***32085,VXM 22JUL26,買,VXMN6,1.0,19.16,USD,-2479.4956(1),-0.608227,-13.62984943
轉賬歷史,Data,2026-06-26,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-224.849875,-,-224.849875
轉賬歷史,Data,2026-06-26,U***32085,YC 14JUL26 Position MTM,持倉按市價計值(MTM),XCN6,-,-,-,-103.528,-,-103.528
轉賬歷史,Data,2026-06-26,U***32085,MCL AUG26 Position MTM,持倉按市價計值(MTM),MCLQ6,-,-,-,348.1129,-,348.1129
轉賬歷史,Data,2026-06-26,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,20.7056,-,20.7056
轉賬歷史,Data,2026-06-26,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,-126.17475,-,-126.17475
轉賬歷史,Data,2026-06-26,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,104.8221,-,104.8221
轉賬歷史,Data,2026-06-25,U***32085,VXM 22JUL26 Position MTM,持倉按市價計值(MTM),VXMN6,-,-,-,83.61135,-,83.61135
轉賬歷史,Data,2026-06-25,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,84.90765,-,84.90765
轉賬歷史,Data,2026-06-25,U***32085,MES 18SEP26,賣,MESU6,-1.0,7491.5,USD,48556.157250000004(1),-0.803706,441.48633546
轉賬歷史,Data,2026-06-25,U***32085,1OZ AUG26,賣,1OZQ6,-1.0,4044.25,USD,5242.561275(1),-0.8685210000000001,-5.15966289
轉賬歷史,Data,2026-06-25,U***32085,1OZ AUG26,賣,1OZQ6,-1.0,4044.5,USD,5242.8853500000005(1),-0.8685210000000001,-4.835587889999999
轉賬歷史,Data,2026-06-25,U***32085,MES 18SEP26,買,MESU6,1.0,7413.75,USD,-48052.220625(1),-0.803706,60.698210460000006
轉賬歷史,Data,2026-06-25,U***32085,NQ 31JUL26 22000 P,賣,QNEN6 P22000,-1.0,44.0,USD,1140.744,-1.840746,1138.7375868600002
轉賬歷史,Data,2026-06-25,U***32085,M2K 18SEP26,買,M2KU6,1.0,3015.6,USD,-19545.6114(1),-0.803706,96.99461045999999
轉賬歷史,Data,2026-06-25,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,82.639125,-,82.639125
轉賬歷史,Data,2026-06-25,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-6.4815000000000005,-,-6.4815000000000005
轉賬歷史,Data,2026-06-25,U***32085,買 1 MHNG JUL26 (盯市交易),到期,MNGN6,1.0,3.343,USD,-4326.1763(1),-1.125867,-1.22719503
轉賬歷史,Data,2026-06-25,U***32085,MHNG JUL26 Position MTM,持倉按市價計值(MTM),MNGN6,-,-,-,-158.1486,-,-158.1486
轉賬歷史,Data,2026-06-25,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,-44.0742,-,-44.0742
轉賬歷史,Data,2026-06-25,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-334.4454,-,-334.4454
轉賬歷史,Data,2026-06-25,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-64.815,-,-64.815
轉賬歷史,Data,2026-06-25,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,2182.9692,-,2182.9692
轉賬歷史,Data,2026-06-25,U***32085,YC 14JUL26 Position MTM,持倉按市價計值(MTM),XCN6,-,-,-,401.853,-,401.853
轉賬歷史,Data,2026-06-25,U***32085,MCL AUG26 Position MTM,持倉按市價計值(MTM),MCLQ6,-,-,-,-204.8154,-,-204.8154
轉賬歷史,Data,2026-06-25,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-408.3345,-,-408.3345
轉賬歷史,Data,2026-06-24,U***32085,VXM 22JUL26 Position MTM,持倉按市價計值(MTM),VXMN6,-,-,-,19.900582,-,19.900582
轉賬歷史,Data,2026-06-24,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,326.91959999999995,-,326.91959999999995
轉賬歷史,Data,2026-06-24,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29785.0,USD,77280.161(1),-0.804326,701.6112346599999
轉賬歷史,Data,2026-06-24,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.142,USD,18518.957499999997(1),-0.531893,41.58248663
轉賬歷史,Data,2026-06-24,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29784.5,USD,77278.86369999999(1),-0.804326,700.31393466
轉賬歷史,Data,2026-06-24,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29783.75,USD,77276.91775(1),-0.804326,698.3679846599999
轉賬歷史,Data,2026-06-24,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29784.25,USD,77278.21505(1),-0.804326,699.66528466
轉賬歷史,Data,2026-06-24,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.142,USD,-18518.957499999997(1),-0.531893,-42.742013369999995
轉賬歷史,Data,2026-06-24,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29777.0,USD,-77259.40419999999(1),-0.804326,-682.6078653399999
轉賬歷史,Data,2026-06-24,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29782.75,USD,-77274.32315(1),-0.804326,-697.5268153399999
轉賬歷史,Data,2026-06-24,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29793.5,USD,-77302.21509999999(1),-0.804326,-725.4187653399999
轉賬歷史,Data,2026-06-24,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29849.75,USD,-77448.16135(1),-0.804326,-871.3650153399999
轉賬歷史,Data,2026-06-24,U***32085,1OZ AUG26,賣,1OZQ6,-2.0,4105.75,USD,10652.77895(1),-1.7383819999999999,249.78136361999998
轉賬歷史,Data,2026-06-24,U***32085,1OZ AUG26,買,1OZQ6,2.0,4077.0,USD,-10578.1842(1),-1.7383819999999999,-178.97628637999998
轉賬歷史,Data,2026-06-24,U***32085,MICROSECTORS GOLD MINERS 3X,買,GDXU,10.0,86.24,USD,-1118.79152,-0.43626544942499995,-1119.26704933663
轉賬歷史,Data,2026-06-24,U***32085,1OZ AUG26,賣,1OZQ6,-1.0,4037.5,USD,5237.848749999999(1),-0.8691909999999999,36.349956809999995
轉賬歷史,Data,2026-06-24,U***32085,1OZ AUG26,賣,1OZQ6,-1.0,4037.75,USD,5238.173075(1),-0.8691909999999999,36.67428180999999
轉賬歷史,Data,2026-06-24,U***32085,MHG JUL26,買,MHGN6,1.0,5.989,USD,-19423.824249999998(1),-1.258381,-132.72326028999998
轉賬歷史,Data,2026-06-24,U***32085,1OZ AUG26,買,1OZQ6,2.0,4003.25,USD,-10386.83245(1),-1.7383819999999999,12.37546362
轉賬歷史,Data,2026-06-24,U***32085,MICROSECTORS GOLD MINERS 3X,買,GDXU,21.0,80.09,USD,-2181.915897,-0.45991912032499993,-2182.417208837911
轉賬歷史,Data,2026-06-24,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,30061.0,USD,77996.27059999999(1),-0.804326,1417.7208346599998
轉賬歷史,Data,2026-06-24,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-119.1894375,-,-119.1894375
轉賬歷史,Data,2026-06-24,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-25.945999999999998,-,-25.945999999999998
轉賬歷史,Data,2026-06-24,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-1968.6527499999997,-,-1968.6527499999997
轉賬歷史,Data,2026-06-24,U***32085,MHG JUL26 Position MTM,持倉按市價計值(MTM),MHGN6,-,-,-,647.028375,-,647.028375
轉賬歷史,Data,2026-06-24,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,650.271625,-,650.271625
轉賬歷史,Data,2026-06-24,U***32085,YC 14JUL26 Position MTM,持倉按市價計值(MTM),XCN6,-,-,-,-142.70299999999997,-,-142.70299999999997
轉賬歷史,Data,2026-06-24,U***32085,MCL AUG26 Position MTM,持倉按市價計值(MTM),MCLQ6,-,-,-,372.32509999999996,-,372.32509999999996
轉賬歷史,Data,2026-06-24,U***32085,MHNG JUL26 Position MTM,持倉按市價計值(MTM),MNGN6,-,-,-,-96.00019999999999,-,-96.00019999999999
轉賬歷史,Data,2026-06-24,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,-99.8921,-,-99.8921
轉賬歷史,Data,2026-06-24,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-297.73035,-,-297.73035
轉賬歷史,Data,2026-06-24,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-120.00025,-,-120.00025
轉賬歷史,Data,2026-06-23,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-144.24675,-,-144.24675
轉賬歷史,Data,2026-06-23,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-21.06975,-,-21.06975
轉賬歷史,Data,2026-06-23,U***32085,1OZ AUG26,買,1OZQ6,4.0,4150.75,USD,-21527.4498(1),-3.474888,-10.270627919999999
轉賬歷史,Data,2026-06-23,U***32085,1OZ AUG26,買,1OZQ6,2.0,4141.75,USD,-10740.3861(1),-1.737444,18.20348604
轉賬歷史,Data,2026-06-23,U***32085,DIREXION DLY M SK BULL 3X-UI,買,KORU,2.0,758.23,USD,-1966.242036,-0.45052084994999997,-1966.733103723204
轉賬歷史,Data,2026-06-23,U***32085,MHG JUL26 Position MTM,持倉按市價計值(MTM),MHGN6,-,-,-,705.02625,-,705.02625
轉賬歷史,Data,2026-06-23,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,706.6469999999999,-,706.6469999999999
轉賬歷史,Data,2026-06-23,U***32085,YC 14JUL26 Position MTM,持倉按市價計值(MTM),XCN6,-,-,-,-90.762,-,-90.762
轉賬歷史,Data,2026-06-23,U***32085,MCL AUG26 Position MTM,持倉按市價計值(MTM),MCLQ6,-,-,-,84.279,-,84.279
轉賬歷史,Data,2026-06-23,U***32085,MHNG JUL26 Position MTM,持倉按市價計值(MTM),MNGN6,-,-,-,137.43959999999998,-,137.43959999999998
轉賬歷史,Data,2026-06-23,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,123.17699999999999,-,123.17699999999999
轉賬歷史,Data,2026-06-23,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,414.2637,-,414.2637
轉賬歷史,Data,2026-06-23,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,503.7291,-,503.7291
轉賬歷史,Data,2026-06-23,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-672.61125,-,-672.61125
轉賬歷史,Data,2026-06-23,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-10243.14,-,-10243.14
轉賬歷史,Data,2026-06-23,U***32085,MYM 18SEP26 Position MTM,持倉按市價計值(MTM),MYMU6,-,-,-,23.987099999999998,-,23.987099999999998
轉賬歷史,Data,2026-06-23,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,554.9448,-,554.9448
轉賬歷史,Data,2026-06-23,U***32085,MYM 18SEP26,買,MYMU6,1.0,52179.0,USD,-33827.6457(1),-0.8038919999999999,-63.761342279999994
轉賬歷史,Data,2026-06-23,U***32085,MES 18SEP26,買,MESU6,1.0,7470.5,USD,-48431.2515(1),-0.8038919999999999,-214.81524228
轉賬歷史,Data,2026-06-23,U***32085,M2K 18SEP26,買,M2KU6,1.0,2988.9,USD,-19377.0387(1),-0.8038919999999999,59.415657720000006
轉賬歷史,Data,2026-06-23,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,2987.6,USD,19368.6108(1),-0.8038919999999999,-69.59604227999999
轉賬歷史,Data,2026-06-23,U***32085,MBT 31JUL26,買,MBTN6,1.0,63000.0,USD,-8168.58(1),-2.619132,-53.42225388000001
轉賬歷史,Data,2026-06-23,U***32085,VXM 22JUL26,賣,VXMN6,-1.0,19.12,USD,2479.0992(1),-0.609402,-50.68707617999999
轉賬歷史,Data,2026-06-23,U***32085,VXM 22JUL26,賣,VXMN6,-1.0,19.12,USD,2479.0992(1),-0.609402,-50.68707617999999
轉賬歷史,Data,2026-06-23,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29837.75,USD,-77375.2533(1),-0.8038919999999999,-446.25834227999997
轉賬歷史,Data,2026-06-23,U***32085,DIREXION DLY FTSE CH BL3X-UI,買,YINN,71.0,23.72,USD,-2183.6299919999997,-0.47283144614999995,-2184.145378273062
轉賬歷史,Data,2026-06-23,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.1429,USD,-18523.55175(1),-0.5316059999999999,-17.59732554
轉賬歷史,注釋,"1. 顯示的數值為名義金額，代表期貨合約的總價值。"
