Statement,Header,域名稱,域值
Statement,Data,Title,轉賬歷史
Statement,Data,Period,"六月 23, 2026 - 八月 7, 2026"
Statement,Data,WhenGenerated,"2026-08-10, 10:54:51 EDT"
總結,Header,域名稱,域值
總結,Data,基礎貨幣,SGD
總結,Data,期初現金,62170.490999638685
總結,Data,變更,-56266.364222301774
總結,Data,期末現金,5904.126777336911
轉賬歷史,Header,日期,賬戶,說明,交易類型,代碼,交易量,價格,Price Currency,總額,佣金,淨金額
轉賬歷史,Data,2026-07-23,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,117.00744999999999,-,117.00744999999999
轉賬歷史,Data,2026-07-23,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,1231.48725,-,1231.48725
轉賬歷史,Data,2026-07-23,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,2898.6818,-,2898.6818
轉賬歷史,Data,2026-07-23,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,-1175.2460999999998,-,-1175.2460999999998
轉賬歷史,Data,2026-07-23,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,172.1173125,-,172.1173125
轉賬歷史,Data,2026-07-23,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,85.654625,-,85.654625
轉賬歷史,Data,2026-07-23,U***32085,NG AUG26 4 C,賣,LNEQ6 C4000,-1.0,0.001,USD,12.928999999999998,-3.0512439999999996,9.60314404
轉賬歷史,Data,2026-07-23,U***32085,MNQ 18SEP26,買,MNQU6,1.0,28985.5,USD,-74950.7059(1),-0.788669,-944.03019921
轉賬歷史,Data,2026-07-23,U***32085,MHNG SEP26,賣,MNGU6,-1.0,2.942,USD,3803.7118(1),-1.111894,27.23183554
轉賬歷史,Data,2026-07-23,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.74,USD,2422.8945999999996(1),-0.594734,-100.62821705999998
轉賬歷史,Data,2026-07-23,U***32085,MCL SEP26,賣,MCLU6,-1.0,91.89,USD,11880.4581(1),-0.9826039999999999,-39.85803836
轉賬歷史,Data,2026-07-23,U***32085,VXM 19AUG26,買,VXMQ6,1.0,19.39,USD,-2506.9330999999997(1),-0.594734,15.29319694
轉賬歷史,Data,2026-07-22,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,380.87449999999995,-,380.87449999999995
轉賬歷史,Data,2026-07-22,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,321.4839,-,321.4839
轉賬歷史,Data,2026-07-22,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,477.707,-,477.707
轉賬歷史,Data,2026-07-22,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,-76.1749,-,-76.1749
轉賬歷史,Data,2026-07-22,U***32085,MGC 27AUG26 Position MTM,持倉按市價計值(MTM),MGCQ6,-,-,-,-1949.561,-,-1949.561
轉賬歷史,Data,2026-07-22,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,-194.9561,-,-194.9561
轉賬歷史,Data,2026-07-22,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,175.5896,-,175.5896
轉賬歷史,Data,2026-07-22,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,71.0105,-,71.0105
轉賬歷史,Data,2026-07-22,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,695.9028999999999,-,695.9028999999999
轉賬歷史,Data,2026-07-22,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,-85.31588799999999,-,-85.31588799999999
轉賬歷史,Data,2026-07-22,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-38.733,-,-38.733
轉賬歷史,Data,2026-07-22,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-6.4555,-,-6.4555
轉賬歷史,Data,2026-07-22,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.41,USD,2376.9150999999997(1),-0.5939059999999999,-12.69332054
轉賬歷史,Data,2026-07-22,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.41,USD,2376.9150999999997(1),-0.5939059999999999,-12.69332054
轉賬歷史,Data,2026-07-22,U***32085,CL OCT26 65 P,買,LOV6 P6500,1.0,0.95,USD,-1226.5449999999998,-3.0469959999999996,-1229.86622564
轉賬歷史,Data,2026-07-22,U***32085,YC 14SEP26,賣,XCU6,-1.0,4.58375,USD,5918.079624999999(1),-2.478912,-49.50438908
轉賬歷史,Data,2026-07-22,U***32085,NG OCT26 3.5 C,買,ONV6 C3500,1.0,0.07,USD,-903.77,-3.0469959999999996,-907.09122564
轉賬歷史,Data,2026-07-22,U***32085,MCL SEP26,買,MCLU6,1.0,86.93,USD,-11223.532299999999(1),-0.981236,-13.98054724
轉賬歷史,Data,2026-07-22,U***32085,VANGUARD MEGA CAP ETF,賣,MGC,-1.0,273.92,USD,353.658112,-0.46001635038219996,353.1566941783158
轉賬歷史,Data,2026-07-22,U***32085,VANGUARD MEGA CAP ETF,賣,MGC,-1.0,274.04,USD,353.813044,-0.46001954198139994,353.3116227026745
轉賬歷史,Data,2026-07-22,U***32085,MHNG SEP26,賣,MNGU6,-1.0,2.881,USD,3719.6591(1),-1.1103459999999998,-23.158977139999998
轉賬歷史,Data,2026-07-22,U***32085,MHNG SEP26,賣,MNGU6,-1.0,2.881,USD,3719.6591(1),-1.1103459999999998,-23.158977139999998
轉賬歷史,Data,2026-07-22,U***32085,VANGUARD MEGA CAP ETF,買,MGC,2.0,274.14,USD,-707.8843079999999,-0.454807082075,-708.3800477162339
轉賬歷史,Data,2026-07-22,U***32085,MGC 27AUG26,賣,MGCQ6,-1.0,4159.5,USD,53703.3045(1),-1.239456,96.77259296000001
轉賬歷史,Data,2026-07-21,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-683.145,-,-683.145
轉賬歷史,Data,2026-07-21,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,240.312,-,240.312
轉賬歷史,Data,2026-07-21,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,125.97,-,125.97
轉賬歷史,Data,2026-07-21,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,-2.584,-,-2.584
轉賬歷史,Data,2026-07-21,U***32085,MGC 27AUG26 Position MTM,持倉按市價計值(MTM),MGCQ6,-,-,-,-1563.32,-,-1563.32
轉賬歷史,Data,2026-07-21,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-270.028,-,-270.028
轉賬歷史,Data,2026-07-21,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-397.29,-,-397.29
轉賬歷史,Data,2026-07-21,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-1388.2540000000001,-,-1388.2540000000001
轉賬歷史,Data,2026-07-21,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,863.10768,-,863.10768
轉賬歷史,Data,2026-07-21,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,58.14,-,58.14
轉賬歷史,Data,2026-07-21,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,83.98,-,83.98
轉賬歷史,Data,2026-07-21,U***32085,MHG SEP26,賣,MHGU6,-1.0,6.3885,USD,20634.855(1),-1.24032,-531.0719488
轉賬歷史,Data,2026-07-21,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.78,USD,-2426.376(1),-0.5943200000000001,-48.59392880000001
轉賬歷史,Data,2026-07-21,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.78,USD,-2426.376(1),-0.5943200000000001,-48.59392880000001
轉賬歷史,Data,2026-07-21,U***32085,MES 18SEP26,賣,MESU6,-1.0,7515.0,USD,48546.9(1),-0.78812,-199.50405080000002
轉賬歷史,Data,2026-07-21,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29072.25,USD,75122.694(1),-0.78812,-630.7090508
轉賬歷史,Data,2026-07-21,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.64,USD,-2408.288(1),-0.5943200000000001,-30.5059288
轉賬歷史,Data,2026-07-21,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.64,USD,-2408.288(1),-0.5943200000000001,-30.5059288
轉賬歷史,Data,2026-07-21,U***32085,1OZ AUG26,賣,1OZQ6,-2.0,4067.5,USD,10510.42(1),-1.70544,-25.1149296
轉賬歷史,Data,2026-07-21,U***32085,YC 14SEP26,買,XCU6,1.0,4.46625,USD,-5770.395(1),-2.48064,76.4311024
轉賬歷史,Data,2026-07-21,U***32085,DFEN 21AUG26 50 P,賣,DFEN  260821P00050000,-1.0,0.89,USD,114.988,-0.30385695279999997,114.65679591628
轉賬歷史,Data,2026-07-21,U***32085,DFEN 21AUG26 86 C,賣,DFEN  260821C00086000,-1.0,0.93,USD,120.156,-0.3039634136,119.82467988176002
轉賬歷史,Data,2026-07-21,U***32085,YINN 21AUG26 38 C,賣,YINN  260821C00038000,-1.0,0.29,USD,37.468,-1.3480177608000001,35.99866063556
轉賬歷史,Data,2026-07-21,U***32085,YINN 21AUG26 20 P,賣,YINN  260821P00020000,-1.0,0.26,USD,33.592,-1.3479379152,32.122747677599996
轉賬歷史,Data,2026-07-21,U***32085,SPCX 14AUG26 220 C,賣,SPCX  260814C00220000,-1.0,1.0,USD,129.20000000000002,-0.30414972,128.8684768052
轉賬歷史,Data,2026-07-21,U***32085,SPCX 14AUG26 80 P,賣,SPCX  260814P00080000,-1.0,0.68,USD,87.85600000000001,-0.3032980336,87.52540514596
轉賬歷史,Data,2026-07-21,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.43,USD,-2381.156(1),-0.5943200000000001,-3.3739288
轉賬歷史,Data,2026-07-20,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-490.65599999999995,-,-490.65599999999995
轉賬歷史,Data,2026-07-20,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,90.38399999999999,-,90.38399999999999
轉賬歷史,Data,2026-07-20,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,183.99599999999998,-,183.99599999999998
轉賬歷史,Data,2026-07-20,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,50.35679999999999,-,50.35679999999999
轉賬歷史,Data,2026-07-20,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,7.1015999999999995,-,7.1015999999999995
轉賬歷史,Data,2026-07-20,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,236.28959999999998,-,236.28959999999998
轉賬歷史,Data,2026-07-20,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,174.31199999999998,-,174.31199999999998
轉賬歷史,Data,2026-07-20,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-28.406399999999998,-,-28.406399999999998
轉賬歷史,Data,2026-07-20,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-118.14479999999999,-,-118.14479999999999
轉賬歷史,Data,2026-07-20,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,475.5231359999999,-,475.5231359999999
轉賬歷史,Data,2026-07-20,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,138.804,-,138.804
轉賬歷史,Data,2026-07-20,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,6.4559999999999995,-,6.4559999999999995
轉賬歷史,Data,2026-07-20,U***32085,DIREXION DLY FTSE CH BL3X-UI,賣,YINN,-63.0,28.88,USD,2349.2609279999997,-0.5330224851168,2348.679933496723
轉賬歷史,Data,2026-07-20,U***32085,SOXL 14AUG26 200 C,賣,SOXL  260814C00200000,-1.0,12.3,USD,1588.176,-1.9806078335999997,1586.0171374613758
轉賬歷史,Data,2026-07-20,U***32085,SOXL 14AUG26 110 P,賣,SOXL  260814P00110000,-1.0,13.09,USD,1690.1807999999999,-1.04627924448,1689.040355618352
轉賬歷史,Data,2026-07-20,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.1444,USD,-18470.616(1),-0.5164799999999999,-6.2119632
轉賬歷史,Data,2026-07-20,U***32085,KORU 14AUG26 33 C,賣,KORU  260814C00033000,-1.0,1.22,USD,157.5264,-0.30454656383999995,157.194444242832
轉賬歷史,Data,2026-07-20,U***32085,KORU 14AUG26 12.25 P,賣,KORU  260814P00012250,-1.0,1.48,USD,191.0976,-0.30523813056,190.764890440272
轉賬歷史,Data,2026-07-20,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.51,USD,-2390.0112(1),-0.593952,58.17966431999999
轉賬歷史,Data,2026-07-20,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.51,USD,-2390.0112(1),-0.593952,58.17966431999999
轉賬歷史,Data,2026-07-20,U***32085,MBT 31JUL26,買,MBTN6,1.0,65540.0,USD,-8462.5248(1),-2.5953119999999994,-48.666490079999996
轉賬歷史,Data,2026-07-20,U***32085,MGC 27AUG26,賣,MGCQ6,-2.0,4016.9,USD,103732.42559999999(1),-2.4791039999999995,23.121776639999997
轉賬歷史,Data,2026-07-20,U***32085,GC OCT26 4400 C,買,OGV6 C4400,1.0,41.7,USD,-5384.303999999999,-3.2409119999999993,-5387.83659408
轉賬歷史,Data,2026-07-20,U***32085,1OZ AUG26,買,1OZQ6,1.0,4015.75,USD,-5185.136399999999(1),-0.852192,-0.60608928
轉賬歷史,Data,2026-07-20,U***32085,1OZ AUG26,買,1OZQ6,1.0,4016.25,USD,-5185.781999999999(1),-0.852192,-1.25168928
轉賬歷史,Data,2026-07-20,U***32085,MJY 14SEP26,買,MJYU6,1.0,0.006183,USD,-9979.362(1),-0.5164799999999999,-3.7909631999999998
轉賬歷史,Data,2026-07-20,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.1439,USD,-18462.545999999995(1),-0.5164799999999999,1.8580368
轉賬歷史,Data,2026-07-20,U***32085,MHNG SEP26,買,MNGU6,1.0,2.825,USD,-3647.64(1),-1.1104319999999999,14.284029119999998
轉賬歷史,Data,2026-07-20,U***32085,MHG SEP26,買,MHGU6,1.0,6.3465,USD,-20486.501999999997(1),-1.2395519999999998,-19.10511168
轉賬歷史,Data,2026-07-20,U***32085,M2K 18SEP26,買,M2KU6,1.0,2968.0,USD,-19161.408(1),-0.7876319999999999,-83.49531888
轉賬歷史,Data,2026-07-20,U***32085,MES 18SEP26,買,MESU6,1.0,7506.0,USD,-48458.736(1),-0.7876319999999999,-141.27651888
轉賬歷史,Data,2026-07-20,U***32085,MNQ 18SEP26,買,MNQU6,1.0,28939.25,USD,-74732.71919999999(1),-0.7876319999999999,-415.33371887999994
轉賬歷史,Data,2026-07-20,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.65,USD,2408.0879999999997(1),-0.593952,-41.397679679999996
轉賬歷史,Data,2026-07-20,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.65,USD,2408.0879999999997(1),-0.593952,-41.397679679999996
轉賬歷史,Data,2026-07-20,U***32085,NUGT 14AUG26 80 P,賣,NUGT  260814P00080000,-1.0,1.38,USD,178.1856,-0.30497214336,177.85318036631998
轉賬歷史,Data,2026-07-20,U***32085,NUGT 14AUG26 150 C,賣,NUGT  260814C00150000,-1.0,0.91,USD,117.49919999999999,-0.30372200352,117.168143021328
轉賬歷史,Data,2026-07-20,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006182,USD,9977.748(1),-0.5164799999999999,1.0510367999999999
轉賬歷史,Data,2026-07-20,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1442,USD,18467.388000000003(1),-0.5164799999999999,1.8580368
轉賬歷史,Data,2026-07-20,U***32085,MHNG SEP26,賣,MNGU6,-1.0,2.834,USD,3659.2607999999996(1),-1.1104319999999999,-5.083970879999999
轉賬歷史,Data,2026-07-20,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.96,USD,2448.1151999999997(1),-0.593952,-1.37047968
轉賬歷史,Data,2026-07-17,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,497.266,-,497.266
轉賬歷史,Data,2026-07-17,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,452.06,-,452.06
轉賬歷史,Data,2026-07-17,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,125.93100000000001,-,125.93100000000001
轉賬歷史,Data,2026-07-17,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,-68.4548,-,-68.4548
轉賬歷史,Data,2026-07-17,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,-69.1006,-,-69.1006
轉賬歷史,Data,2026-07-17,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,222.1552,-,222.1552
轉賬歷史,Data,2026-07-17,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,1549.92,-,1549.92
轉賬歷史,Data,2026-07-17,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,3506.6940000000004,-,3506.6940000000004
轉賬歷史,Data,2026-07-17,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,14.8534,-,14.8534
轉賬歷史,Data,2026-07-17,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,-307.039152,-,-307.039152
轉賬歷史,Data,2026-07-17,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,19.374000000000002,-,19.374000000000002
轉賬歷史,Data,2026-07-17,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,8.0725,-,8.0725
轉賬歷史,Data,2026-07-17,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.68,USD,2412.7088000000003(1),-0.5941360000000001,-80.77847224000001
轉賬歷史,Data,2026-07-17,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.68,USD,2412.7088000000003(1),-0.5941360000000001,-80.77847224000001
轉賬歷史,Data,2026-07-17,U***32085,MNQ 18SEP26,買,MNQU6,1.0,28964.5,USD,-74821.09640000001(1),-0.787876,-494.89578484000003
轉賬歷史,Data,2026-07-17,U***32085,MES 18SEP26,買,MESU6,1.0,7518.25,USD,-48552.8585(1),-0.787876,-133.24778484
轉賬歷史,Data,2026-07-17,U***32085,VXM 19AUG26,賣,VXMQ6,-2.0,19.02,USD,4913.2464(1),-1.1882720000000002,-73.72814448
轉賬歷史,Data,2026-07-17,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.37,USD,2501.8292(1),-0.5941360000000001,8.34192776
轉賬歷史,Data,2026-07-17,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.37,USD,2501.8292(1),-0.5941360000000001,8.34192776
轉賬歷史,Data,2026-07-17,U***32085,VXM 19AUG26,買,VXMQ6,2.0,19.32,USD,-4990.7424(1),-1.1882720000000002,-6.35828848
轉賬歷史,Data,2026-07-17,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.33,USD,2496.6628(1),-0.5941360000000001,3.1755277600000005
轉賬歷史,Data,2026-07-17,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.33,USD,2496.6628(1),-0.5941360000000001,3.1755277600000005
轉賬歷史,Data,2026-07-17,U***32085,DIREX DAIL SEMI BU 3X ET-USD,買,SOXL,8.0,126.1,USD,-1302.96608,-0.4544898225,-1303.461473903296
轉賬歷史,Data,2026-07-17,U***32085,VXM 19AUG26,賣,VXMQ6,-2.0,19.18,USD,4954.5776000000005(1),-1.1882720000000002,-32.39694448
轉賬歷史,Data,2026-07-17,U***32085,賣 -100 PROSHARES ULTRA ETHER ETF (轉讓),被行權,ETHT,-100.0,9.0,USD,1162.44,-,1162.44
轉賬歷史,Data,2026-07-17,U***32085,交易報告後計算的佣金 (ETHT),佣金調整,ETHT,-,-,-,-0.049117247999999995,-,-0.049117247999999995
轉賬歷史,Data,2026-07-17,U***32085,GST 新加坡商品和服務稅,銷售稅,-,-,-,-,-0.00442055232,-,-0.00442055232
轉賬歷史,Data,2026-07-16,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-6.4515,-,-6.4515
轉賬歷史,Data,2026-07-16,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,-108.3852,-,-108.3852
轉賬歷史,Data,2026-07-16,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,-232.254,-,-232.254
轉賬歷史,Data,2026-07-16,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,85.1598,-,85.1598
轉賬歷史,Data,2026-07-16,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,154.19085,-,154.19085
轉賬歷史,Data,2026-07-16,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,14.1933,-,14.1933
轉賬歷史,Data,2026-07-16,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,716.1165,-,716.1165
轉賬歷史,Data,2026-07-16,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,4825.722,-,4825.722
轉賬歷史,Data,2026-07-16,U***32085,VXM 22JUL26 Position MTM,持倉按市價計值(MTM),VXMN6,-,-,-,187.27414199999998,-,187.27414199999998
轉賬歷史,Data,2026-07-16,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,90.321,-,90.321
轉賬歷史,Data,2026-07-16,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,-117.107628,-,-117.107628
轉賬歷史,Data,2026-07-16,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,193.545,-,193.545
轉賬歷史,Data,2026-07-16,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,49.999125,-,49.999125
轉賬歷史,Data,2026-07-16,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29380.25,USD,-75818.67315(1),-0.787083,-399.56062047
轉賬歷史,Data,2026-07-16,U***32085,DIREX DAIL SEMI BU 3X ET-USD,買,SOXL,8.0,147.74,USD,-1525.0313760000001,-0.484999576875,-1525.5600255355682
轉賬歷史,Data,2026-07-16,U***32085,DIREX DLY AEROS & DF BL3X-UI,買,DFEN,18.0,68.49,USD,-1590.7076459999998,-0.452006605875,-1591.200333197178
轉賬歷史,Data,2026-07-16,U***32085,VXM 22JUL26,賣,VXMN6,-1.0,16.72,USD,2157.3816(1),-0.593538,-72.20699442
轉賬歷史,Data,2026-07-16,U***32085,VXM 22JUL26,賣,VXMN6,-1.0,16.76,USD,2162.5428(1),-0.593538,-67.04579442000001
轉賬歷史,Data,2026-07-16,U***32085,DIREX DAIL SEMI BU 3X ET-USD,買,SOXL,11.0,138.7595,USD,-1969.45521135,-0.454818169575,-1969.950963151611
轉賬歷史,Data,2026-07-16,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.51,USD,2388.3453000000004(1),-0.593538,-0.38889642
轉賬歷史,Data,2026-07-15,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29617.25,USD,-76359.19395(1),-0.7863509999999999,195.08607740999997
轉賬歷史,Data,2026-07-15,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1476,USD,18492.139499999997(1),-0.51564,-31.178172599999996
轉賬歷史,Data,2026-07-15,U***32085,SPACE EXPLORATION TECHN-CL A,買,SPCX,7.0,135.5195,USD,-1222.8873121499998,-0.45334843207500003,-1223.3814619377388
轉賬歷史,Data,2026-07-15,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.16,USD,-2341.0056(1),-0.592986,-14.28503274
轉賬歷史,Data,2026-07-15,U***32085,MJY 14SEP26,買,MJYU6,1.0,0.006191,USD,-9976.022625(1),-0.51564,15.551702399999998
轉賬歷史,Data,2026-07-15,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.145,USD,-18450.243749999998(1),-0.51564,71.94982739999999
轉賬歷史,Data,2026-07-15,U***32085,MHNG AUG26,買,MNGQ6,1.0,2.927,USD,-3773.1956999999998(1),-1.108626,-5.075702339999999
轉賬歷史,Data,2026-07-15,U***32085,MHG SEP26,買,MHGU6,1.0,6.375,USD,-20545.03125(1),-1.237536,-110.92241423999998
轉賬歷史,Data,2026-07-15,U***32085,M2K 18SEP26,買,M2KU6,1.0,2983.9,USD,-19232.72745(1),-0.7863509999999999,50.062327409999995
轉賬歷史,Data,2026-07-15,U***32085,MHG SEP26,買,MHGU6,1.0,6.3745,USD,-20543.419875(1),-1.237536,-109.31103923999999
轉賬歷史,Data,2026-07-15,U***32085,MCL SEP26,賣,MCLU6,-1.0,79.3,USD,10222.563(1),-0.9797159999999999,22.135909559999995
轉賬歷史,Data,2026-07-15,U***32085,M2K 18SEP26,買,M2KU6,1.0,2983.9,USD,-19232.72745(1),-0.7863509999999999,50.062327409999995
轉賬歷史,Data,2026-07-15,U***32085,YC 14SEP26,買,XCU6,1.0,4.44375,USD,-5728.438125(1),-2.475072,37.58654652
轉賬歷史,Data,2026-07-15,U***32085,MHNG SEP26,賣,MNGU6,-1.0,2.887,USD,3721.6317(1),-1.108626,-3.7866023399999995
轉賬歷史,Data,2026-07-15,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,2979.1,USD,19201.78905(1),-0.7863509999999999,-82.71497259
轉賬歷史,Data,2026-07-15,U***32085,MCL SEP26,買,MCLU6,1.0,79.6,USD,-10261.235999999999(1),-0.9797159999999999,-62.94469043999999
轉賬歷史,Data,2026-07-15,U***32085,MHNG AUG26,賣,MNGQ6,-1.0,2.919,USD,3762.8828999999996(1),-1.108626,-7.65390234
轉賬歷史,Data,2026-07-15,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006189,USD,9972.799874999999(1),-0.51564,-19.898547599999997
轉賬歷史,Data,2026-07-15,U***32085,MHG SEP26,賣,MHGU6,-1.0,6.356,USD,20483.799(1),-1.237536,46.992335759999996
轉賬歷史,Data,2026-07-15,U***32085,YC 14SEP26,買,XCU6,1.0,4.4275,USD,-5707.49025(1),-2.475072,58.53442151999999
轉賬歷史,Data,2026-07-15,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,2983.2,USD,19228.2156(1),-0.7863509999999999,-56.28842259
轉賬歷史,Data,2026-07-15,U***32085,MHG SEP26,賣,MHGU6,-1.0,6.3815,USD,20565.979124999998(1),-1.237536,129.17246076
轉賬歷史,Data,2026-07-15,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1453,USD,18455.077875(1),-0.51564,-68.23979759999999
