Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
TEXTILE CENTRE,JALAN SULTAN,Office,"1,250,000",990.29,"1,262",Jan-25,Strata,92,"13,587",99 yrs lease commencing from 1970,07,01 to 05
JALAN BESAR PLAZA,KITCHENER ROAD,Office,"600,000",258.34,"2,323",Jan-25,Strata,24,"25,000",Freehold,08,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,900,000","1,151.75","1,650",Jan-25,Strata,107,"17,757",99 yrs lease commencing from 1997,07,01 to 05
ARC 380,JALAN BESAR,Office,"2,159,400",731.95,"2,950",Jan-25,Strata,68,"31,756",Freehold,08,11 to 15
ONE SOPHIA,SOPHIA ROAD,Office,"5,947,000","1,689.95","3,519",Jan-25,Strata,157,"37,879",99 yrs lease commencing from 2023,09,11 to 15
ONE SOPHIA,SOPHIA ROAD,Office,"4,800,000","1,356.26","3,539",Jan-25,Strata,126,"38,095",99 yrs lease commencing from 2023,09,11 to 15
FORTUNE CENTRE,MIDDLE ROAD,Office,"1,660,000","1,076.4","1,542",Jan-25,Strata,100,"16,600",99 yrs lease commencing from 1980,07,16 to 20
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"1,050,000",548.96,"1,913",Jan-25,Strata,51,"20,588",99 yrs lease commencing from 1969,06,11 to 15
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"700,888",441.32,"1,588",Dec-24,Strata,41,"17,095",99 yrs lease commencing from 1969,06,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,880,000","1,140.98","1,648",Dec-24,Strata,106,"17,736",99 yrs lease commencing from 1997,07,01 to 05
ONE SOPHIA,SOPHIA ROAD,Office,"4,884,000","1,410.08","3,464",Dec-24,Strata,131,"37,282",99 yrs lease commencing from 2023,09,11 to 15
ONE SOPHIA,SOPHIA ROAD,Office,"3,654,000","1,151.75","3,173",Dec-24,Strata,107,"34,150",99 yrs lease commencing from 2023,09,01 to 05
ONE SOPHIA,SOPHIA ROAD,Office,"6,004,000","1,743.77","3,443",Dec-24,Strata,162,"37,062",99 yrs lease commencing from 2023,09,11 to 15
ONE SOPHIA,SOPHIA ROAD,Office,"3,087,000",958,"3,222",Dec-24,Strata,89,"34,685",99 yrs lease commencing from 2023,09,01 to 05
ONE SOPHIA,SOPHIA ROAD,Office,"5,000,000","1,410.08","3,546",Dec-24,Strata,131,"38,168",99 yrs lease commencing from 2023,09,11 to 15
ONE SOPHIA,SOPHIA ROAD,Office,"3,381,000",947.23,"3,569",Dec-24,Strata,88,"38,420",99 yrs lease commencing from 2023,09,11 to 15
FORTUNE CENTRE,MIDDLE ROAD,Office,"1,758,000","1,140.98","1,541",Dec-24,Strata,106,"16,585",99 yrs lease commencing from 1980,07,16 to 20
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,695,000","1,001.05","1,693",Dec-24,Strata,93,"18,226",99 yrs lease commencing from 1997,07,06 to 10
ONE SOPHIA,SOPHIA ROAD,Office,"3,309,000",947.23,"3,493",Dec-24,Strata,88,"37,602",99 yrs lease commencing from 2023,09,11 to 15
ONE SOPHIA,SOPHIA ROAD,Office,"3,661,000","1,140.98","3,209",Dec-24,Strata,106,"34,538",99 yrs lease commencing from 2023,09,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,138,500",495.14,"2,299",Dec-24,Strata,46,"24,750",999 yrs lease commencing from 1829,06,01 to 05
ONE SOPHIA,SOPHIA ROAD,Office,"4,055,000","1,270.15","3,193",Nov-24,Land,118,"34,364",99 yrs lease commencing from 2023,09,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,480,000",850.36,"1,740",Nov-24,Strata,79,"18,734",99 yrs lease commencing from 1997,07,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,775,000",559.73,"3,171",Nov-24,Strata,52,"34,135",999 yrs lease commencing from 1829,06,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"900,000",344.45,"2,613",Nov-24,Strata,32,"28,125",999 yrs lease commencing from 1829,06,06 to 10
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,738,800","1,237.86","1,405",Nov-24,Strata,115,"15,120",99 yrs lease commencing from 1997,07,06 to 10
ONE SOPHIA,SOPHIA ROAD,Office,"8,487,000","2,486.48","3,413",Nov-24,Strata,231,"36,740",99 yrs lease commencing from 2023,09,11 to 15
ONE SOPHIA,SOPHIA ROAD,Office,"3,505,000","1,097.93","3,192",Nov-24,Strata,102,"34,363",99 yrs lease commencing from 2023,09,01 to 05
ONE SOPHIA,SOPHIA ROAD,Office,"3,755,000","1,097.93","3,420",Nov-24,Strata,102,"36,814",99 yrs lease commencing from 2023,09,06 to 10
ONE SOPHIA,SOPHIA ROAD,Office,"6,001,000","1,786.82","3,358",Nov-24,Strata,166,"36,151",99 yrs lease commencing from 2023,09,06 to 10
ONE SOPHIA,SOPHIA ROAD,Office,"2,890,000",925.7,"3,122",Nov-24,Strata,86,"33,605",99 yrs lease commencing from 2023,09,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"800,000",269.1,"2,973",Nov-24,Strata,25,"32,000",99 yrs lease commencing from 1980,07,01 to 05
ONE SOPHIA,SOPHIA ROAD,Office,"4,388,000","1,356.26","3,235",Nov-24,Strata,126,"34,825",99 yrs lease commencing from 2023,09,06 to 10
ONE SOPHIA,SOPHIA ROAD,Office,"4,562,000","1,410.08","3,235",Nov-24,Strata,131,"34,824",99 yrs lease commencing from 2023,09,06 to 10
ONE SOPHIA,SOPHIA ROAD,Office,"4,823,000","1,410.08","3,420",Nov-24,Strata,131,"36,817",99 yrs lease commencing from 2023,09,06 to 10
ONE SOPHIA,SOPHIA ROAD,Office,"2,882,000",882.65,"3,265",Nov-24,Strata,82,"35,146",99 yrs lease commencing from 2023,09,06 to 10
ONE SOPHIA,SOPHIA ROAD,Office,"6,109,000","1,808.35","3,378",Nov-24,Strata,168,"36,363",99 yrs lease commencing from 2023,09,06 to 10
ONE SOPHIA,SOPHIA ROAD,Office,"3,594,000","1,097.93","3,273",Nov-24,Strata,102,"35,235",99 yrs lease commencing from 2023,09,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"1,688,500",613.55,"2,752",Nov-24,Strata,57,"29,623",999 yrs lease commencing from 1827,06,06 to 10
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,280,000",731.95,"1,749",Nov-24,Strata,68,"18,824",99 yrs lease commencing from 1997,07,06 to 10
FORTUNE CENTRE,MIDDLE ROAD,Office,"1,590,000","1,076.4","1,477",Nov-24,Strata,100,"15,900",99 yrs lease commencing from 1980,07,16 to 20
ONE SOPHIA,SOPHIA ROAD,Office,"3,738,000","1,162.51","3,215",Nov-24,Strata,108,"34,611",99 yrs lease commencing from 2023,09,06 to 10
BURLINGTON SQUARE,BENCOOLEN STREET,Office,"1,045,800",581.26,"1,799",Nov-24,Strata,54,"19,367",99 yrs lease commencing from 1996,07,11 to 15
BURLINGTON SQUARE,BENCOOLEN STREET,Office,"1,026,000",570.49,"1,798",Nov-24,Strata,53,"19,358",99 yrs lease commencing from 1996,07,11 to 15
SULTAN PLAZA,JALAN SULTAN,Office,"310,000",247.57,"1,252",Nov-24,Strata,23,"13,478",99 yrs lease commencing from 1978,07,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,200,000",678.13,"1,770",Oct-24,Strata,63,"19,048",99 yrs lease commencing from 1997,07,06 to 10
TEXTILE CENTRE,JALAN SULTAN,Office,"605,888",473.62,"1,279",Oct-24,Strata,44,"13,770",99 yrs lease commencing from 1970,07,01 to 05
HIGH STREET PLAZA,HIGH STREET,Office,"1,227,000",409.03,"3,000",Oct-24,Strata,38,"32,289",999 yrs lease commencing from 1827,06,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"936,000",312.16,"2,999",Oct-24,Strata,29,"32,276",999 yrs lease commencing from 1827,06,06 to 10
ORCHARD TOWERS,ORCHARD ROAD,Office,"2,150,000",958,"2,244",Oct-24,Strata,89,"24,157",Freehold,09,11 to 15
GOLDEN MILE TOWER,BEACH ROAD,Office,"986,888",699.66,"1,411",Oct-24,Strata,65,"15,183",99 yrs lease commencing from 1969,07,16 to 20
ORCHARD PLAZA,ORCHARD ROAD,Office,"740,000",452.09,"1,637",Oct-24,Strata,42,"17,619",99 yrs lease commencing from 1977,09,06 to 10
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"850,000",484.38,"1,755",Oct-24,Strata,45,"18,889",99 yrs lease commencing from 1997,07,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,120,000",635.08,"1,764",Oct-24,Strata,59,"18,983",99 yrs lease commencing from 1997,07,06 to 10
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,150,000",667.37,"1,723",Oct-24,Strata,62,"18,548",99 yrs lease commencing from 1997,07,01 to 05
111 SOMERSET,SOMERSET ROAD,Office,"2,200,000",785.77,"2,800",Oct-24,Strata,73,"30,137",99 yrs lease commencing from 1975,09,11 to 15
SOUTHBANK,NORTH BRIDGE ROAD,Office,"1,688,888","1,011.82","1,669",Oct-24,Strata,94,"17,967",99 yrs lease commencing from 2006,07,16 to 20
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,280,000",731.95,"1,749",Oct-24,Strata,68,"18,824",99 yrs lease commencing from 1997,07,01 to 05
SOUTHBANK,NORTH BRIDGE ROAD,Office,"950,000",602.78,"1,576",Oct-24,Strata,56,"16,964",99 yrs lease commencing from 2006,07,01 to 05
TONG BUILDING,ORCHARD ROAD,Office,"33,500,000","6,867.43","4,878",Sep-24,Strata,638,"52,508",Freehold,09,06 to 10
TONG BUILDING,ORCHARD ROAD,Office,"35,000,000","6,867.43","5,097",Sep-24,Strata,638,"54,859",Freehold,09,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"1,750,000",785.77,"2,227",Sep-24,Strata,73,"23,973",999 yrs lease commencing from 1827,06,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Office,"1,000,000",785.77,"1,273",Sep-24,Strata,73,"13,699",99 yrs lease commencing from 1970,07,01 to 05
THE PLAZA,BEACH ROAD,Office,"655,000",430.56,"1,521",Sep-24,Strata,40,"16,375",99 yrs lease commencing from 1968,07,16 to 20
HOA NAM BUILDING,FOCH ROAD,Office,"381,000",172.22,"2,212",Sep-24,Strata,16,"23,813",Freehold,08,01 to 05
TONG BUILDING,ORCHARD ROAD,Office,"31,330,000","6,867.43","4,562",Sep-24,Strata,638,"49,107",Freehold,09,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"1,550,000",613.55,"2,526",Aug-24,Strata,57,"27,193",999 yrs lease commencing from 1827,06,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,580,000","1,679.18","1,536",Aug-24,Strata,156,"16,538",99 yrs lease commencing from 1980,07,16 to 20
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"4,395,600","1,776.06","2,475",Aug-24,Strata,165,"26,640",999 yrs lease commencing from 1829,06,21 to 25
THE PLAZA,BEACH ROAD,Office,"490,000",301.39,"1,626",Aug-24,Strata,28,"17,500",99 yrs lease commencing from 1968,07,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Office,"900,000",882.65,"1,020",Aug-24,Strata,82,"10,976",99 yrs lease commencing from 1970,07,06 to 10
SIM LIM TOWER,JALAN BESAR,Office,"924,000",419.8,"2,201",Aug-24,Strata,39,"23,692",Freehold,08,11 to 15
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Office,"600,000",376.74,"1,593",Aug-24,Strata,35,"17,143",99 yrs lease commencing from 1979,06,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,380,000","1,550.02","1,535",Aug-24,Strata,144,"16,528",99 yrs lease commencing from 1980,07,16 to 20
BALMORAL PLAZA,BUKIT TIMAH ROAD,Office,"2,060,000",764.24,"2,695",Aug-24,Strata,71,"29,014",Freehold,10,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,888,000","1,119.46","1,687",Jul-24,Strata,104,"18,154",99 yrs lease commencing from 1997,07,06 to 10
TRIO,SAM LEONG ROAD,Office,"758,000",226.04,"3,353",Jul-24,Strata,21,"36,095",Freehold,08,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,628,000","1,711.48","1,536",Jul-24,Strata,159,"16,528",99 yrs lease commencing from 1980,07,16 to 20
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"550,000",452.09,"1,217",Jul-24,Strata,42,"13,095",99 yrs lease commencing from 1974,07,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"2,350,000","1,001.05","2,348",Jul-24,Strata,93,"25,269",999 yrs lease commencing from 1829,06,21 to 25
THE PLAZA,BEACH ROAD,Office,"1,180,000",871.88,"1,353",Jul-24,Strata,81,"14,568",99 yrs lease commencing from 1968,07,11 to 15
THE BENCOOLEN,BENCOOLEN STREET,Office,"1,080,000",753.48,"1,433",Jun-24,Strata,70,"15,429",99 yrs lease commencing from 1995,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"990,000",699.66,"1,415",Jun-24,Strata,65,"15,231",99 yrs lease commencing from 1974,07,06 to 10
FORTUNE CENTRE,MIDDLE ROAD,Office,"1,752,000","1,140.98","1,536",Jun-24,Strata,106,"16,528",99 yrs lease commencing from 1980,07,16 to 20
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"920,460",667.37,"1,379",Jun-24,Strata,62,"14,846",99 yrs lease commencing from 1974,07,06 to 10
SOUTHBANK,NORTH BRIDGE ROAD,Office,"868,000",462.85,"1,875",Jun-24,Strata,43,"20,186",99 yrs lease commencing from 2006,07,01 to 05
CENTRIUM SQUARE,SERANGOON ROAD,Office,"3,280,000","1,011.82","3,242",Jun-24,Strata,94,"34,894",Freehold,08,11 to 15
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"980,000",538.2,"1,821",Jun-24,Strata,50,"19,600",99 yrs lease commencing from 1997,07,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"2,200,000",796.54,"2,762",May-24,Strata,74,"29,730",99 yrs lease commencing from 1975,09,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"3,300,000","1,130.22","2,920",May-24,Strata,105,"31,429",99 yrs lease commencing from 1975,09,06 to 10
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"900,000",764.24,"1,178",May-24,Strata,71,"12,676",99 yrs lease commencing from 1974,07,06 to 10
CONNEXION,FARRER PARK STATION ROAD,Office,"11,625,000","2,325.02","5,000",May-24,Strata,216,"53,819",99 yrs lease commencing from 2007,08,06 to 10
WILMER PLACE,ARMENIAN STREET,Office,"26,500,000","7,649.97","3,464",May-24,Land,710.7,"37,287",99 yrs lease commencing from 1947,06,-
NEW WORLD CENTRE,JALAN BERSEH,Office,"11,587,935","9,235.51","1,255",May-24,Strata,858,"13,506",99 yrs lease commencing from 1994,08,01 to 05
NEW WORLD CENTRE,JALAN BERSEH,Office,"1,515,864","1,334.74","1,136",May-24,Strata,124,"12,225",99 yrs lease commencing from 1994,08,01 to 05
NEW WORLD CENTRE,JALAN BERSEH,Office,"7,205,642","5,737.21","1,256",May-24,Strata,533,"13,519",99 yrs lease commencing from 1994,08,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"3,390,000","1,485.43","2,282",May-24,Strata,138,"24,565",999 yrs lease commencing from 1829,06,16 to 20
NEW WORLD CENTRE,JALAN BERSEH,Office,"4,210,732","4,434.77",949,May-24,Strata,412,"10,220",99 yrs lease commencing from 1994,08,01 to 05
THE ADELPHI,COLEMAN STREET,Office,"1,520,000",505.91,"3,004",Apr-24,Strata,47,"32,340",999 yrs lease commencing from 1828,06,06 to 10
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,440,000","1,668.42","1,462",Apr-24,Strata,155,"15,742",99 yrs lease commencing from 1980,07,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"825,000",322.92,"2,555",Apr-24,Strata,30,"27,500",999 yrs lease commencing from 1827,06,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,003,000","1,313.21","1,525",Apr-24,Strata,122,"16,418",99 yrs lease commencing from 1980,07,16 to 20
JALAN BESAR PLAZA,KITCHENER ROAD,Office,"690,000",301.39,"2,289",Apr-24,Strata,28,"24,643",Freehold,08,01 to 05
THE PLAZA,BEACH ROAD,Office,"800,000",333.68,"2,397",Apr-24,Strata,31,"25,806",99 yrs lease commencing from 1968,07,B1 to B5
N.A.,ARMENIAN STREET,Office,"2,770,000","1,151.75","2,405",Apr-24,Strata,107,"25,888",99 yrs lease commencing from 2007,06,01 to 05
EVERSHINE AND CENTURY COMPLEX,BEACH ROAD,Office,"4,900,000","2,529.54","1,937",Apr-24,Strata,235,"20,851",999 yrs lease commencing from 1827,07,-
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,257,777",613.55,"2,050",Mar-24,Strata,57,"22,066",999 yrs lease commencing from 1829,06,06 to 10
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"699,700",699.66,"1,000",Mar-24,Strata,65,"10,765",99 yrs lease commencing from 1969,06,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,314,000",656.6,"2,001",Feb-24,Strata,61,"21,541",999 yrs lease commencing from 1829,06,06 to 10
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"950,000",495.14,"1,919",Feb-24,Strata,46,"20,652",99 yrs lease commencing from 1997,07,01 to 05
HIGH STREET PLAZA,HIGH STREET,Office,"290,000",86.11,"3,368",Feb-24,Strata,8,"36,250",999 yrs lease commencing from 1827,06,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Office,"740,000",452.09,"1,637",Feb-24,Strata,42,"17,619",99 yrs lease commencing from 1977,09,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"2,300,000",775.01,"2,968",Feb-24,Strata,72,"31,944",99 yrs lease commencing from 1975,09,11 to 15
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"372,800",279.86,"1,332",Feb-24,Strata,26,"14,338",99 yrs lease commencing from 1974,07,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"3,118,800",678.13,"4,599",Feb-24,Strata,63,"49,505",Freehold,09,06 to 10
BURLINGTON SQUARE,BENCOOLEN STREET,Office,"968,000",581.26,"1,665",Jan-24,Strata,54,"17,926",99 yrs lease commencing from 1996,07,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"880,000",333.68,"2,637",Jan-24,Strata,31,"28,387",999 yrs lease commencing from 1829,06,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,700,400",871.88,"1,950",Jan-24,Strata,81,"20,993",999 yrs lease commencing from 1829,06,06 to 10
THE PLAZA,BEACH ROAD,Office,"494,318",312.16,"1,584",Jan-24,Strata,29,"17,045",99 yrs lease commencing from 1968,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,070,000","1,356.26","1,526",Jan-24,Strata,126,"16,429",99 yrs lease commencing from 1980,07,06 to 10
BALMORAL PLAZA,BUKIT TIMAH ROAD,Office,"2,070,000",775.01,"2,671",Jan-24,Strata,72,"28,750",Freehold,10,01 to 05
N.A.,ARMENIAN STREET,Office,"4,480,000","1,808.35","2,477",Jan-24,Strata,168,"26,667",99 yrs lease commencing from 2007,06,06 to 10
SOUTHBANK,NORTH BRIDGE ROAD,Office,"625,000",193.75,"3,226",Jan-24,Strata,18,"34,722",99 yrs lease commencing from 2006,07,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Office,"3,000,000",430.56,"6,968",Jan-24,Strata,40,"75,000",Freehold,09,01 to 05
THE PLAZA,BEACH ROAD,Office,"678,888",473.62,"1,433",Jan-24,Strata,44,"15,429",99 yrs lease commencing from 1968,07,06 to 10
BYLANDS BUILDING,MIDDLE ROAD,Office,"465,000",247.57,"1,878",Jan-24,Strata,23,"20,217",99 yrs lease commencing from 1978,07,01 to 05
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Office,"769,296",516.67,"1,489",Dec-23,Strata,48,"16,027",99 yrs lease commencing from 1948,09,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"7,836,400","3,562.88","2,199",Dec-23,Strata,331,"23,675",Freehold,09,16 to 20
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"2,305,800","1,280.92","1,800",Dec-23,Strata,119,"19,376",99 yrs lease commencing from 1997,07,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,658,000",958,"1,731",Dec-23,Strata,89,"18,629",99 yrs lease commencing from 1997,07,11 to 15
FORTUNE CENTRE,MIDDLE ROAD,Office,"1,268,888",850.36,"1,492",Dec-23,Strata,79,"16,062",99 yrs lease commencing from 1980,07,11 to 15
THE PLAZA,BEACH ROAD,Office,"380,000",215.28,"1,765",Dec-23,Strata,20,"19,000",99 yrs lease commencing from 1968,07,01 to 05
HIGH STREET PLAZA,HIGH STREET,Office,"1,386,900",602.78,"2,301",Dec-23,Strata,56,"24,766",999 yrs lease commencing from 1827,06,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"780,000",322.92,"2,415",Nov-23,Strata,30,"26,000",99 yrs lease commencing from 1980,07,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Office,"588,000",279.86,"2,101",Nov-23,Strata,26,"22,615",99 yrs lease commencing from 1981,07,01 to 05
VISIONCREST,PENANG ROAD,Office,"41,285,107","14,477.58","2,852",Nov-23,Strata,"1,345","30,695",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Office,"41,097,447","14,359.18","2,862",Nov-23,Strata,"1,334","30,808",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Office,"41,378,937","14,359.18","2,882",Nov-23,Strata,"1,334","31,019",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Office,"42,598,724","14,725.15","2,893",Nov-23,Strata,"1,368","31,139",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Office,"42,786,382","14,725.15","2,906",Nov-23,Strata,"1,368","31,277",Freehold,09,06 to 10
VISIONCREST,PENANG ROAD,Office,"42,974,042","14,725.15","2,918",Nov-23,Strata,"1,368","31,414",Freehold,09,06 to 10
VISIONCREST,PENANG ROAD,Office,"43,255,531","14,725.15","2,938",Nov-23,Strata,"1,368","31,620",Freehold,09,06 to 10
VISIONCREST,PENANG ROAD,Office,"43,818,510","14,843.56","2,952",Nov-23,Strata,"1,379","31,776",Freehold,09,06 to 10
VISIONCREST,PENANG ROAD,Office,"44,006,170","14,843.56","2,965",Nov-23,Strata,"1,379","31,912",Freehold,09,06 to 10
VISIONCREST,PENANG ROAD,Office,"43,724,680","17,868.24","2,447",Nov-23,Strata,"1,660","26,340",Freehold,09,11 to 15
SOUTHBANK,NORTH BRIDGE ROAD,Office,"1,380,000",688.9,"2,003",Nov-23,Strata,64,"21,563",99 yrs lease commencing from 2006,07,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"1,188,888",516.67,"2,301",Nov-23,Strata,48,"24,769",99 yrs lease commencing from 1975,09,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,116,637",452.09,"2,470",Nov-23,Strata,42,"26,587",999 yrs lease commencing from 1829,06,06 to 10
SIM LIM TOWER,JALAN BESAR,Office,"1,300,000",592.02,"2,196",Nov-23,Strata,55,"23,636",Freehold,08,11 to 15
TEXTILE CENTRE,JALAN SULTAN,Office,"910,000",882.65,"1,031",Nov-23,Strata,82,"11,098",99 yrs lease commencing from 1970,07,11 to 15
UNITED HOUSE,KRAMAT LANE,Office,"983,888",570.49,"1,725",Oct-23,Strata,53,"18,564",Freehold,09,01 to 05
THE PLAZA,BEACH ROAD,Office,"973,800",688.9,"1,414",Oct-23,Strata,64,"15,216",99 yrs lease commencing from 1968,07,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"4,300,000","1,776.06","2,421",Oct-23,Strata,165,"26,061",999 yrs lease commencing from 1829,06,11 to 15
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"4,262,400","1,776.06","2,400",Oct-23,Strata,165,"25,833",999 yrs lease commencing from 1829,06,11 to 15
THE PLAZA,BEACH ROAD,Office,"740,000",505.91,"1,463",Sep-23,Strata,47,"15,745",99 yrs lease commencing from 1968,07,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"6,000,000","2,174.33","2,759",Sep-23,Strata,202,"29,703",999 yrs lease commencing from 1829,06,26 to 30
ONE CLAYMORE,CLAYMORE DRIVE,Office,"2,850,000","1,227.1","2,323",Aug-23,Strata,114,"25,000",Freehold,09,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"3,690,000","1,367.03","2,699",Aug-23,Strata,127,"29,055",99 yrs lease commencing from 1975,09,06 to 10
BYLANDS BUILDING,MIDDLE ROAD,Office,"308,000",139.93,"2,201",Aug-23,Strata,13,"23,692",99 yrs lease commencing from 1978,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"1,028,000",861.12,"1,194",Aug-23,Strata,80,"12,850",99 yrs lease commencing from 1974,07,06 to 10
NOMU,HANDY ROAD,Office,"23,988,888","6,329.23","3,790",Aug-23,Strata,588,"40,797",Freehold,09,01 to 05
HOA NAM BUILDING,FOCH ROAD,Office,"760,000",344.45,"2,206",Jul-23,Strata,32,"23,750",Freehold,08,01 to 05
HOA NAM BUILDING,FOCH ROAD,Office,"720,000",344.45,"2,090",Jul-23,Strata,32,"22,500",Freehold,08,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Office,"938,000",882.65,"1,063",Jul-23,Strata,82,"11,439",99 yrs lease commencing from 1970,07,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"1,912,086",721.19,"2,651",Jul-23,Strata,67,"28,539",99 yrs lease commencing from 1975,09,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"2,544,500",893.41,"2,848",Jul-23,Strata,83,"30,657",99 yrs lease commencing from 1975,09,06 to 10
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,040,000",516.67,"2,013",Jul-23,Strata,48,"21,667",99 yrs lease commencing from 1997,07,06 to 10
ORCHARD TOWERS,ORCHARD ROAD,Office,"927,340",398.27,"2,328",Jul-23,Strata,37,"25,063",Freehold,09,11 to 15
THE PLAZA,BEACH ROAD,Office,"310,000",150.7,"2,057",Jun-23,Strata,14,"22,143",99 yrs lease commencing from 1968,07,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"728,000",301.39,"2,415",Jun-23,Strata,28,"26,000",Freehold,09,01 to 05
THE PLAZA,BEACH ROAD,Office,"610,000",333.68,"1,828",Jun-23,Strata,31,"19,677",99 yrs lease commencing from 1968,07,11 to 15
111 SOMERSET,SOMERSET ROAD,Office,"2,192,300",764.24,"2,869",Jun-23,Strata,71,"30,877",99 yrs lease commencing from 1975,09,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"3,564,300","1,227.1","2,905",Jun-23,Strata,114,"31,266",99 yrs lease commencing from 1975,09,06 to 10
SOUTHBANK,NORTH BRIDGE ROAD,Office,"950,000",462.85,"2,052",May-23,Strata,43,"22,093",99 yrs lease commencing from 2006,07,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"1,890,000",796.54,"2,373",May-23,Strata,74,"25,541",Freehold,09,06 to 10
LUCKY PLAZA,ORCHARD ROAD,Office,"3,300,000",419.8,"7,861",May-23,Strata,39,"84,615",Freehold,09,01 to 05
